index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.bild.de/auto/mobilitaet-reisen-motorrad/mobilitaet-und-mehr/blackout-angst-schweiz-plant-fahrverbote-fuer-e-autos-82118284.bild.html,https://www.bild.de/auto/mobilitaet-reisen-motorrad/mobilitaet-und-mehr/blackout-angst-schweiz-plant-fahrverbote-fuer-e-autos-82118284.bild.html,0,www.bild.de,Bei unseren Nachbarn - Fahrverbote für E-Autos geplant!,Wegen der anhaltenden Energiekrise befürchtet die Schweiz Stromausfälle im Winter. Die Maßnahmen betreffen auch Autofahrer!,"https://images.bild.de/6388766008ba5f71743aa26b/b0ca7fac1f5cc07fb39ef4f98669cca8,59d21d73?w=1280",2022-12-01T13:42:21Z,,"Auf den Black Friday folgt die Angst vor dem Blackout!
Wegen der anhaltenden Energiekrise befürchten Verbraucher, Unternehmen und Politiker Probleme mit einer stabilen Stromversorgung in der kalten … [+2854 chars]",,de,'Auto'
https://www.stern.de/gesellschaft/regional/thueringen/wetter--wintereinbruch-fuehrt-zu-verkehrsproblemen-auf-strassen-32970664.html,https://www.stern.de/gesellschaft/regional/thueringen/wetter--wintereinbruch-fuehrt-zu-verkehrsproblemen-auf-strassen-32970664.html,0,www.stern.de,Wetter: Wintereinbruch führt zu Verkehrsproblemen auf Straßen,"Schneefälle und Glätte haben am Freitag zu zahlreichen Verkehrsproblemen in Thüringen geführt. Betroffen sei der komplette Freistaat, sagte ein Sprecher der Landeseinsatzzentrale. Schwerpunkt waren nach Polizeiangaben die Autobahnen 4 und 9, wo sich mehrere U…",https://image.stern.de/32970666/t/3X/v1/w1440/r1.7778/-/02--urnnewsmldpacom2009010122120299752112v3w800h600l360t310r2123b1681jpeg---576268ccdb31cd8a.jpg,2022-12-02T09:46:28Z,https://web.archive.org/web/20221202100615/https://www.stern.de/gesellschaft/regional/thueringen/wetter--wintereinbruch-fuehrt-zu-verkehrsproblemen-auf-strassen-32970664.html,"Schneefälle und Glätte haben am Freitag zu zahlreichen Verkehrsproblemen in Thüringen geführt. Betroffen sei der komplette Freistaat, sagte ein Sprecher der Landeseinsatzzentrale. Schwerpunkt waren n… [+1410 chars]",,de,'Auto'
https://www.welt.de/wirtschaft/plus242402643/Urlaub-Teuer-Teufelskreis-auf-den-Pisten-das-Ende-vom-Ski-Urlaub-fuer-alle.html,https://www.welt.de/wirtschaft/plus242402643/Urlaub-Teuer-Teufelskreis-auf-den-Pisten-das-Ende-vom-Ski-Urlaub-fuer-alle.html,0,www.welt.de,Das Ende des Ski-Urlaubs für alle,"Weniger Schnee, mehr Schneekanonen: Steigende Energiepreise und der Klimawandel bringen Österreichs Winter-Tourismus an seine Grenzen. Während Ski-Urlaub zunehmend nur noch für eine vermögende Elite bezahlbar bleibt, suchen die Betriebe nach neuen Ideen.",https://img.welt.de/img/wirtschaft/mobile242458781/2061353417-ci16x9-w1200-fnov-fpotl-fpi157750653/Austria-Salzburg-Young-couple-skiing-on-mountain.jpg,2022-12-05T08:47:00Z,https://web.archive.org/web/20221206005013/https://www.welt.de/wirtschaft/plus242402643/Urlaub-Teuer-Teufelskreis-auf-den-Pisten-das-Ende-vom-Ski-Urlaub-fuer-alle.html,"unl elue uuu eektlelekeu PoelOeQuekOeu.
Bp vllp lu plepel Pelpuu helue Zeekltonte aepeu, ep vllp veulael Peteneklnua lu pel Ietplelluu aepeu, nup enek ple Pllekelenuaeu lu peu Ultleu velpeu enpaepek… [+8060 chars]",,de,'Ski Schnee'
https://www.sueddeutsche.de/muenchen/dachau/stadtwerke-dachau-stadtwerke-muenchen-dachau-muenchen-erdgas-pasing-energiepolitik-amperland-1.5712361,https://www.sueddeutsche.de/muenchen/dachau/stadtwerke-dachau-stadtwerke-muenchen-dachau-muenchen-erdgas-pasing-energiepolitik-amperland-1.5712361,0,www.sueddeutsche.de,Wie die Stadtwerke zum Gasversorger wurden: Eine Geschichte mit Zündstoff,Vor 20 Jahren nahmen die Stadtwerke die Gasversorgung selbst in die Hand - und forderten damit die mächtigen Münchner Stadtwerke heraus. Zwei Dachauer Autoren zeichnen die Geschichte des erbittert geführten Konflikts nach.,https://www.sueddeutsche.de/image/sz.1.5712365/1200x675?v=1670602802,2022-12-09T16:08:46Z,,Vor 20 Jahren nahmen die Stadtwerke die Gasversorgung selbst in die Hand - und forderten damit die mächtigen Münchner Stadtwerke heraus. Zwei Dachauer Autoren zeichnen die Geschichte des erbittert ge… [+375 chars],,de,'Auto'
https://www.dw.com/de/energiekrise-so-will-die-ski-branche-sparen/a-63922746,https://www.dw.com/de/energiekrise-so-will-die-ski-branche-sparen/a-63922746,0,www.dw.com,Energiekrise: So will die Ski-Branche sparen,"Kalte Sitze, langsamere Seilbahnen, keine Heizpilze: Wintersport-Touristen müssen sich in der bevorstehenden Ski-Saison warm anziehen. In vielen Urlaubsorten steigen wegen der hohen Energiekosten auch die Preise.",https://static.dw.com/image/56836789_6.jpg,2022-12-12T08:48:00Z,,"Günther Zangerl redet nicht lange drumherum. ""Man kann nicht wegdiskutieren, dass wir ein großer Energieverbraucher sind und deshalb kritisch beäugt werden"", sagt der Vorstand der Silvrettaseilbahn A… [+5744 chars]",,de,'Ski'
https://www.sueddeutsche.de/wirtschaft/smart-meter-strom-waermepumpe-pv-anlage-messstellenbetreiber-1.5713951,https://www.sueddeutsche.de/wirtschaft/smart-meter-strom-waermepumpe-pv-anlage-messstellenbetreiber-1.5713951,0,www.sueddeutsche.de,"Smart Meter: Intelligente Stromzähler sind sinnvoll, aber...","Da Strom aus Sonne und Wind nicht konstant fließt, muss eine schlauere Steuerung her. Smart Meter sollen auch Wärmepumpen oder die Ladebox fürs E-Auto regeln können. Aber es gibt noch einiges zu klären.",https://www.sueddeutsche.de/image/sz.1.5448436/1200x675?v=1670852907,2022-12-12T14:06:36Z,https://web.archive.org/web/20221212141538/https://www.sueddeutsche.de/wirtschaft/smart-meter-strom-waermepumpe-pv-anlage-messstellenbetreiber-1.5713951,"Da Strom aus Sonne und Wind nicht konstant fließt, muss eine schlauere Steuerung her. Smart Meter sollen auch Wärmepumpen oder die Ladebox fürs E-Auto regeln können. Aber es gibt noch einiges zu klär… [+5096 chars]",,de,'Auto'
https://www.n-tv.de/wirtschaft/Viele-Deutsche-wollen-gruener-investieren-article23782142.html,https://www.n-tv.de/wirtschaft/Viele-Deutsche-wollen-gruener-investieren-article23782142.html,0,www.n-tv.de,"Photovoltaik, E-Auto, Wärmepumpe: Deutsche investieren zunehmend in grüne Technologien","Ob der Umwelt oder dem Portemonnaie zuliebe: Immer mehr Menschen in Deutschland spielen mit dem Gedanken, künftig mehr Geld für nachhaltige Technik auszugeben. Dabei steht der Wunsch, ""klimafreundlicher zu werden"" einer Umfrage zufolge für die meisten gar nic…",https://bilder1.n-tv.de/img/incoming/crop23782232/2081326184-cImg_16_9-w1200/316831229.jpg,2022-12-14T06:52:43Z,https://web.archive.org/web/20221214070119/https://www.n-tv.de/wirtschaft/Viele-Deutsche-wollen-gruener-investieren-article23782142.html,"Ob der Umwelt oder dem Portemonnaie zuliebe: Immer mehr Menschen in Deutschland spielen mit dem Gedanken, künftig mehr Geld für nachhaltige Technik auszugeben. Dabei steht der Wunsch, ""klimafreundlic… [+1569 chars]",,de,'Auto'
https://www.sueddeutsche.de/panorama/schnee-deutschland-winter-glatteis-1.5716242,https://www.sueddeutsche.de/panorama/schnee-deutschland-winter-glatteis-1.5716242,0,www.sueddeutsche.de,Wintereinbruch: Im weißen Bereich,"Über Deutschland schneit es, mancherorts haben die Menschen bereits die Ski angeschnallt. Allerdings ist es auch bitterkalt und ziemlich rutschig. Die Bilder.",https://www.sueddeutsche.de/image/sz.1.5716257/1200x675?v=1671114184,2022-12-15T14:07:21Z,https://web.archive.org/web/20221215173851/https://www.sueddeutsche.de/panorama/schnee-deutschland-winter-glatteis-1.5716242,"Über Deutschland schneit es, mancherorts haben die Menschen bereits die Ski angeschnallt. Allerdings ist es auch bitterkalt und ziemlich rutschig. Die Bilder.Es schneit, vor allem im Süden, aber auch… [+2800 chars]",,de,'Ski Winter'
https://www.morgenpost.de/bezirke/neukoelln/article237189653/Deutsche-Wohnen-laesst-seine-Mieter-in-Neukoelln-frieren.html,https://www.morgenpost.de/bezirke/neukoelln/article237189653/Deutsche-Wohnen-laesst-seine-Mieter-in-Neukoelln-frieren.html,0,www.morgenpost.de,6 Grad ohne Heizung: Deutsche Wohnen lässt seine Mieter in Neukölln frieren,"Seit 15. Dezember friert das Ehepaar Jarzembski in ihrer Wohnung, weil die Heizung kalt bleibt. Die Verwaltung Deutsche Wohnen ist nicht erreichbar.",https://img.morgenpost.de/img/neukoelln/crop237189651/1672607609-w820-cv16_9-q85/e22e854a-7fb0-11ed-84dd-beb93db7d13c.jpg,2022-12-19T15:28:00Z,,"Berlin.  Mit übergezogenem Bademantel und Mütze sitzt Horst Jarzembski, 93 Jahre alt, mit seiner Frau Inge, 88 Jahre alt, in ihrer frostigen Wohnung in der 6. Etage. Heute Morgen waren es sechs Grad … [+4399 chars]",,de,'Wohnen'
https://www.morgenpost.de/politik/article237205913/volker-wissing-verkehrsminister-scholz-machtwort-atomausstieg-fdp.html,https://www.morgenpost.de/politik/article237205913/volker-wissing-verkehrsminister-scholz-machtwort-atomausstieg-fdp.html,0,www.morgenpost.de,Interview: Trotz Scholz-Machtwort: Wissing stellt Atomausstieg in Frage,"Verkehrsminister Wissing fordert im Interview, dass E-Autos stattdessen mit sauberem Strom fahren. Dafür brauche es aber Atomkraft, findet er.",https://img.morgenpost.de/img/politik/crop237205911/33975471-w820-cv16_9-q85-fnov-fpi231768577-fpotl/5b880650-8141-11ed-a025-07b1d33acf85.jpg,2022-12-21T21:00:00Z,,=tqbo dmbttµ#bsujdmf``mpdbujpo#?Cfsmjo/'octq´=0tqbo? Wps efo tujmmfsfo Ubhfo tvdiu =b isfgµ#iuuqt;00xxx/npshfoqptu/ef0uifnfo0wpmlfs.xjttjoh0# ubshfuµ#`cmbol#?Wpmlfs Xjttjoh=0b? ejf Qspwplbujpo/ Jn =t… [+9204 chars],,de,'Auto'
